V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,class
4.732,2.2384,,,0.0,,,30.0,,0.0,0.0,0.0,2.92,0.0,,0.0,,,0.0,,,1.156,3.0,,0.0,0.0,2.303,,0.0,0.0,0.5,0.0,0.0,6.0,0.0,3.369,1.625,2.0,7.49,0.0,0.0,1
5.02,2.2627,0.0,,4.0,,6.0,,4.0,,8.0,-1.023,,,11.051,,1.004,1.123,,0.0,0.0,1.267,,,0.0,,,,,45.646,4.905,,2.0,,2.0,,2.595,2.0,9.307,0.0,,1
5.013,1.8267,2.0,1.0,16.0,0.0,7.0,42.4,2.0,,14.0,-1.123,4.692,,11.371,,,,0.0,0.0,0.0,1.277,5.0,,1.0,,,0.0,0.0,35.613,,0.0,,13.0,1.0,4.304,2.444,5.0,9.956,,1.0,1
5.02,,,2.0,14.0,0.0,,,2.0,,,-2.182,4.79,0.774,,6.0,1.018,1.118,0.0,0.0,,1.289,4.0,,,0.0,,0.0,0.0,,,,6.0,18.0,2.0,,2.543,6.0,,0.0,2.0,1
5.126,,,1.0,11.0,,7.0,,,3.0,11.0,,4.103,0.832,10.931,,,1.117,0.0,,,1.282,,,0.0,0.0,2.418,0.0,0.0,,3.982,,4.0,,,,2.594,3.0,9.333,,0.0,1
,3.1038,,0.0,2.0,0.0,6.0,50.0,0.0,2.0,2.0,-1.249,,0.789,,6.0,,,0.0,0.0,0.0,1.331,3.0,,1.0,,,,0.0,22.671,,,,2.0,1.0,4.274,,,9.567,,4.0,1
4.923,2.4754,,,,0.0,,47.1,,1.0,,,,0.664,,2.0,1.011,1.107,,0.0,,1.271,2.0,,1.0,,,,,0.0,,0.0,1.0,,0.0,3.922,,,8.669,0.0,,1
4.782,2.3537,,,,0.0,,30.8,1.0,,2.0,-0.638,3.243,1.273,,,0.998,1.147,0.0,0.0,0.0,1.141,1.0,0.0,0.0,,2.251,-0.007,0.0,,1.951,,0.0,,,,2.621,1.0,,0.0,0.0,1
,1.1349,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.544,,4.174,0.0,1.015,1.235,1.0,,0.0,0.863,0.0,0.0,,,,-1.099,0.0,,1.0,,,,4.0,,4.0,2.0,,0.0,0.0,1
4.214,2.8141,,0.0,,0.0,,33.3,2.0,0.0,,,2.582,,8.755,,0.961,1.138,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,2.052,0.0,,,,,1.972,0.0,7.038,,0.0,1
3.902,2.6931,,,,,0.0,30.8,2.0,0.0,,,3.401,2.322,,,0.985,1.139,,0.0,,,0.0,0.0,,,1.919,,,,4.086,0.0,,0.0,0.0,,,0.0,,0.0,,1
5.164,3.7343,4.0,,,1.0,0.0,,2.0,,,0.0,3.525,1.379,9.874,,,1.131,0.0,,0.0,,0.0,,1.0,0.0,2.136,0.138,,0.0,,0.0,0.0,0.0,0.0,,,,9.051,0.0,4.0,1
5.646,,3.0,,,2.0,0.0,25.0,2.0,,,,,0.811,,,,1.262,,0.0,2.0,1.119,,0.0,0.0,0.0,2.303,,0.0,,,0.0,0.0,0.0,0.0,,4.854,0.0,,0.0,6.0,1
,,3.0,0.0,0.0,0.0,,33.3,,,0.0,0.09,3.245,,,0.0,1.123,1.11,0.0,0.0,0.0,,0.0,0.0,,,1.848,0.414,0.0,,,0.0,0.0,0.0,,,3.2,0.0,8.832,0.0,3.0,1
4.496,3.6686,,0.0,3.0,,,30.0,3.0,0.0,,,3.287,2.237,9.519,,0.965,1.147,,0.0,,1.197,0.0,0.0,0.0,,,0.003,0.0,0.0,2.551,0.0,,,,,,1.0,7.567,,,1
4.253,,0.0,0.0,2.0,0.0,0.0,27.8,0.0,,2.0,0.0,,2.252,9.598,0.0,,1.155,,0.0,0.0,,,0.0,,,,-0.007,,,,,0.0,2.0,,3.112,,,,,0.0,1
4.303,,,,0.0,,,23.5,,,0.0,,2.587,1.459,8.815,,0.991,,0.0,,,1.072,0.0,0.0,,,1.932,,0.0,0.0,,0.0,,,1.0,3.128,,1.0,6.959,0.0,,1
5.164,,0.0,0.0,0.0,,0.0,26.3,,2.0,,,,1.379,9.874,,,1.153,,0.0,,,0.0,0.0,,0.0,2.136,0.131,0.0,0.0,,0.0,,0.0,2.0,,,,7.268,,0.0,1
5.303,,,,0.0,1.0,,,,3.0,,,,1.392,10.053,9.0,,,,0.0,0.0,1.079,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,3.0,3.32,3.028,,7.453,0.0,0.0,1
,,0.0,0.0,,1.0,0.0,,4.0,,0.0,0.0,2.859,1.5,9.872,0.0,0.983,,0.0,,0.0,1.138,0.0,0.0,,,2.112,-0.073,0.0,0.0,2.472,0.0,0.0,,2.0,3.271,2.344,,7.383,,,1
4.438,3.4065,,,0.0,0.0,,,,1.0,0.0,0.0,2.85,1.561,9.104,0.0,0.983,1.157,,,,,0.0,0.0,0.0,0.0,2.029,,0.0,,2.054,0.0,0.0,,1.0,3.137,2.25,,,0.0,0.0,1
5.236,,0.0,,,1.0,0.0,23.8,3.0,2.0,,0.0,,1.406,,,,1.162,0.0,0.0,0.0,1.066,,,,,2.189,-0.078,,0.0,,0.0,,3.0,4.0,3.311,2.969,1.0,7.37,,0.0,1
4.491,,,0.0,2.0,,,28.6,,1.0,2.0,0.0,,2.23,9.449,0.0,,1.151,,,0.0,1.166,0.0,0.0,,,,,,0.0,2.764,,0.0,,1.0,3.167,,1.0,7.528,,0.0,1
3.879,,0.0,,0.0,0.0,,29.6,,1.0,,0.0,,,8.743,2.0,0.973,1.146,0.0,,0.0,1.169,0.0,0.0,,0.0,,,,0.0,,,,0.0,,2.997,1.833,,7.135,,,1
5.283,,0.0,,0.0,4.0,,,10.0,,0.0,,3.781,2.161,11.219,,0.988,1.146,0.0,0.0,0.0,1.164,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.013,0.0,0.0,,,3.48,2.1,0.0,8.553,,0.0,1
5.333,4.7687,,,0.0,,0.0,25.6,6.0,7.0,0.0,0.0,3.66,2.027,,,,1.155,,0.0,0.0,,,,0.0,,,,0.0,0.0,3.918,0.0,0.0,,,3.394,3.176,0.0,8.181,,0.0,1
4.482,,0.0,0.0,0.0,0.0,0.0,27.3,4.0,4.0,0.0,0.0,3.368,2.192,,3.0,1.004,1.151,0.0,,0.0,1.107,,,0.0,,2.098,0.004,,,,0.0,0.0,0.0,2.0,3.248,,0.0,7.861,0.0,0.0,1
4.412,3.3381,,,,0.0,0.0,,2.0,,2.0,0.253,4.479,4.297,,,0.971,1.142,0.0,0.0,0.0,,0.0,,0.0,,2.086,,,24.053,15.507,,0.0,4.0,,,1.841,2.0,,0.0,,1
,3.3651,,,,0.0,0.0,23.1,0.0,2.0,,-0.439,,2.252,,2.0,,1.173,2.0,0.0,0.0,1.115,,0.0,0.0,0.0,,,,21.129,,0.0,,4.0,,3.366,3.028,,,0.0,0.0,1
,4.3619,2.0,,0.0,,,28.6,,4.0,0.0,-2.409,,1.371,,4.0,1.101,1.126,0.0,0.0,0.0,,,,,0.0,2.214,-0.028,,20.21,,0.0,,0.0,,,3.75,,,,2.0,1
4.675,,,0.0,,0.0,,,,6.0,0.0,-3.785,3.49,,10.007,,1.073,,0.0,,0.0,,,0.0,,,2.175,,0.0,30.436,,0.0,0.0,,3.0,,3.885,1.0,,0.0,0.0,1
5.182,4.1948,,0.0,,,0.0,21.1,2.0,2.0,0.0,0.0,,1.837,9.966,2.0,1.007,1.119,0.0,0.0,0.0,1.35,,,,0.0,2.175,,0.0,0.0,,0.0,0.0,0.0,,,2.46,0.0,9.521,0.0,,1
5.602,,1.0,0.0,0.0,,0.0,20.7,0.0,1.0,,0.0,,1.241,10.509,6.0,,,,0.0,0.0,,,,0.0,0.0,,0.013,0.0,,,0.0,0.0,0.0,,,,,9.077,,,1
,5.1487,7.0,,,,0.0,25.7,,4.0,,0.0,5.27,2.388,10.649,,1.039,1.119,0.0,0.0,,,,1.0,0.0,0.0,2.284,,0.0,,,0.0,0.0,0.0,0.0,6.912,,,,0.0,6.0,1
5.184,3.9866,1.0,0.0,,,0.0,25.0,2.0,4.0,,,3.503,,10.126,8.0,1.004,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.194,0.004,,,3.798,,0.0,0.0,,,,,9.066,,0.0,1
5.509,5.4486,,,0.0,,0.0,29.6,6.0,,,0.0,5.083,2.383,,6.0,,1.132,0.0,0.0,,1.397,,0.0,0.0,0.0,2.414,,,,3.022,,0.0,0.0,,10.428,,0.0,14.7,,0.0,1
,,,,,0.0,0.0,,,,0.0,-0.024,4.494,2.184,10.42,3.0,,1.134,,0.0,,1.343,,0.0,0.0,,,0.0,,,,0.0,0.0,,,10.323,,0.0,,,0.0,1
5.333,,1.0,0.0,,,,,4.0,,0.0,,,,10.724,0.0,0.959,1.136,,0.0,,1.292,0.0,0.0,,0.0,2.309,,0.0,0.0,3.559,0.0,0.0,0.0,,10.319,,0.0,,0.0,0.0,1
4.481,,0.0,,0.0,,,36.0,0.0,,3.0,0.0,3.135,,9.292,0.0,0.971,,,0.0,,1.285,0.0,,,,,-0.024,,0.0,,0.0,0.0,3.0,0.0,,2.15,1.0,,0.0,,1
,,0.0,0.0,,,0.0,,6.0,,0.0,0.0,3.631,2.027,10.771,,1.003,1.15,,0.0,,1.107,0.0,0.0,0.0,0.0,2.303,0.0,0.0,0.0,,0.0,0.0,,4.0,3.386,2.706,,,0.0,,1
5.511,2.626,,,0.0,0.0,,48.0,,2.0,0.0,,4.046,,10.806,8.0,,,0.0,0.0,,1.347,2.0,0.0,,0.0,2.42,,0.0,24.34,2.731,,,,,4.738,,0.0,9.875,0.0,2.0,1
,3.6483,,,0.0,0.0,,,0.0,2.0,0.0,,,,,,1.085,,0.0,,0.0,,1.0,,1.0,0.0,2.368,,,10.567,,0.0,,,1.0,4.147,,,9.259,0.0,,1
,3.0271,0.0,,,0.0,,40.0,,0.0,2.0,,3.08,1.187,9.642,0.0,,,,,0.0,1.27,1.0,0.0,,0.0,2.194,-0.024,,0.0,,0.0,,,0.0,3.601,,,7.982,,,1
,,,0.0,2.0,,3.0,40.0,,0.0,,0.0,,0.881,,0.0,0.976,,,,,1.286,,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,2.0,3.719,2.111,1.0,8.103,0.0,,1
4.732,3.2078,,,3.0,0.0,3.0,,,0.0,2.0,0.0,3.087,0.881,9.803,,,1.129,0.0,,0.0,1.298,1.0,0.0,0.0,,2.236,,,0.0,0.95,0.0,,2.0,2.0,3.695,,1.0,8.095,,,1
4.616,2.8239,0.0,0.0,,,2.0,,,0.0,2.0,,,1.461,9.69,,,1.13,0.0,,0.0,1.27,1.0,0.0,,,2.203,,,0.0,,0.0,,3.0,,,,,8.047,,,1
,,0.0,0.0,1.0,0.0,,,1.0,0.0,3.0,0.0,3.08,,,0.0,,1.129,0.0,0.0,,1.273,1.0,0.0,0.0,,2.222,-0.024,0.0,0.0,1.358,,1.0,2.0,1.0,3.65,,,8.005,0.0,0.0,1
,2.0515,,,,0.0,,,,,7.0,0.0,3.859,,,,0.976,1.126,0.0,0.0,,,,,0.0,1.0,2.285,0.0,0.0,0.0,4.361,,3.0,8.0,2.0,3.689,,2.0,8.765,,0.0,1
,,,,,0.0,,,,,6.0,,3.72,,10.361,,0.979,1.123,,0.0,0.0,1.288,2.0,0.0,0.0,1.0,,0.0,,0.0,3.551,0.0,3.0,8.0,2.0,3.688,,2.0,,,0.0,1
4.88,1.8312,,0.0,,0.0,,40.0,0.0,2.0,4.0,0.0,,,10.272,0.0,,1.127,0.0,0.0,,,,,,,,0.0,0.0,,,,1.0,4.0,0.0,3.627,1.956,,,,0.0,1
,3.1791,,,2.0,0.0,,,,0.0,4.0,,2.997,0.875,,,0.991,,0.0,,0.0,,1.0,0.0,,,,0.045,,0.0,,,2.0,,4.0,,2.417,2.0,,,,1
4.596,,1.0,0.0,1.0,0.0,,42.9,0.0,,,0.0,3.202,,,,1.005,,0.0,0.0,0.0,1.316,,,1.0,,,0.045,,0.0,,0.0,,2.0,,3.876,2.431,,8.463,0.0,,1
,,,0.0,1.0,0.0,2.0,,0.0,0.0,,0.0,3.202,0.875,9.579,0.0,,,0.0,,0.0,,,0.0,,,2.194,0.045,0.0,0.0,,0.0,,,2.0,,2.431,,,,1.0,1
4.77,2.9221,,0.0,,0.0,2.0,39.1,2.0,0.0,2.0,0.0,3.175,,9.882,,0.974,1.13,0.0,0.0,,1.27,1.0,0.0,,,,,,,1.74,0.0,1.0,2.0,,3.651,2.067,,8.096,0.0,,1
5.005,1.8996,,0.0,,,2.0,,1.0,2.0,5.0,0.0,3.657,0.5,10.424,0.0,0.995,1.128,0.0,,0.0,1.204,,0.0,0.0,,2.396,,0.0,0.0,2.271,0.0,1.0,4.0,0.0,,1.938,,8.68,,,1
4.796,3.4006,0.0,,2.0,0.0,,,1.0,,2.0,0.0,3.278,1.185,9.882,4.0,,1.127,,,,1.253,1.0,,0.0,0.0,,0.015,0.0,20.317,,,,2.0,0.0,,,1.0,,,,1
4.923,,0.0,,1.0,,2.0,41.2,,2.0,3.0,,3.278,,,4.0,1.024,,0.0,1.0,,1.254,,0.0,0.0,,2.267,,0.0,,,,1.0,2.0,0.0,3.854,2.933,,8.499,0.0,,1
4.77,3.3176,0.0,0.0,1.0,,2.0,41.2,1.0,2.0,,,3.278,,,4.0,1.024,1.127,,,0.0,1.253,1.0,0.0,0.0,0.0,2.236,,,20.236,,,1.0,2.0,0.0,3.83,2.933,1.0,8.497,,0.0,1
,3.3307,0.0,0.0,0.0,0.0,,42.1,2.0,,,0.0,,,9.863,,0.987,1.12,0.0,0.0,0.0,,1.0,,0.0,,2.264,-0.024,0.0,0.0,,,1.0,0.0,1.0,3.728,,0.0,8.118,,,1
,3.4136,0.0,,0.0,0.0,,,3.0,,,,3.193,,,4.0,0.983,,0.0,0.0,0.0,1.269,1.0,,0.0,,,0.013,0.0,0.0,,0.0,1.0,0.0,1.0,3.784,,0.0,8.242,0.0,0.0,1
4.845,,0.0,,,0.0,3.0,38.1,,1.0,2.0,0.0,,1.185,9.902,,0.993,,0.0,,0.0,1.241,1.0,,0.0,,,,0.0,0.0,1.393,,2.0,2.0,2.0,3.718,,1.0,8.175,0.0,0.0,1
4.732,2.4398,0.0,,0.0,,,50.0,1.0,1.0,0.0,0.0,3.558,0.544,10.15,4.0,,1.104,0.0,,0.0,1.31,,0.0,,0.0,,,,0.0,2.919,0.0,2.0,,0.0,3.699,2.036,0.0,,,,1
,2.4858,,0.0,,5.0,,,8.0,4.0,6.0,-3.631,4.672,1.621,,,,1.162,0.0,,1.0,1.152,,0.0,0.0,0.0,,0.0,,24.703,7.425,,,6.0,3.0,,,,9.671,0.0,7.0,1
5.369,2.4228,,,,0.0,,32.4,0.0,5.0,6.0,,4.22,1.315,11.166,,,,,0.0,0.0,1.236,,,0.0,0.0,2.374,0.0,,,,0.0,4.0,2.0,6.0,4.714,,,10.183,,0.0,1
,3.0549,1.0,,0.0,,3.0,40.9,,,,,3.613,,10.15,,1.033,1.12,0.0,0.0,0.0,1.234,,0.0,1.0,0.0,2.281,,0.0,10.2,2.83,,2.0,0.0,,,2.829,,8.804,0.0,1.0,1
5.395,,,,,2.0,,40.0,8.0,,0.0,0.0,4.144,,,,0.982,1.119,,,,1.301,2.0,,,,2.449,0.0,,,3.714,0.0,4.0,,,4.055,2.147,0.0,9.332,,,1
4.849,3.0066,0.0,0.0,1.0,,2.0,,2.0,1.0,,0.0,,,,,0.986,1.129,0.0,0.0,0.0,1.246,1.0,0.0,0.0,0.0,,-0.002,0.0,10.413,2.303,0.0,1.0,,,,2.256,1.0,8.33,0.0,,1
,3.9791,,0.0,6.0,0.0,6.0,,0.0,0.0,4.0,,4.005,1.197,10.51,,1.099,,,,0.0,1.399,,,1.0,,2.439,0.001,0.0,,1.098,0.0,,2.0,0.0,4.262,,2.0,9.544,0.0,,1
,3.3759,,0.0,,0.0,,,,2.0,,0.0,3.484,1.16,10.388,4.0,1.018,1.125,,0.0,0.0,,,,0.0,0.0,,-0.008,0.0,21.444,1.833,,1.0,1.0,2.0,4.725,2.932,,9.496,,0.0,1
5.38,,1.0,0.0,,,3.0,33.3,,5.0,2.0,,3.739,1.197,10.666,,1.07,,,,0.0,1.221,,,0.0,0.0,2.389,0.001,0.0,42.164,,0.0,2.0,,1.0,4.74,3.565,,9.679,,,1
4.876,,0.0,,10.0,0.0,,,2.0,,,,3.793,0.662,,,,1.126,,0.0,0.0,,2.0,,0.0,,2.298,0.0,,,4.008,0.0,2.0,,,,2.102,3.0,8.832,,,1
,3.1901,,,,,,38.5,2.0,2.0,,-0.44,3.464,,,5.0,,1.131,,0.0,,1.237,,0.0,,,2.278,,0.0,,2.609,0.0,1.0,0.0,1.0,3.724,,1.0,,0.0,,1
,2.6622,6.0,0.0,,0.0,0.0,,,,,0.0,,,10.54,,0.999,1.112,0.0,,0.0,,,1.0,,0.0,,,,0.0,1.366,0.0,0.0,0.0,,6.918,1.861,0.0,,0.0,,1
4.821,,0.0,0.0,0.0,0.0,,,0.0,2.0,,0.0,3.183,,,4.0,,1.132,0.0,,0.0,,,,,0.0,2.487,,0.0,0.0,1.669,1.0,,,,3.552,,0.0,8.16,,,1
5.256,,0.0,0.0,,1.0,0.0,,,,0.0,,,0.861,10.335,2.0,,,0.0,0.0,0.0,1.277,,,,0.0,2.327,,0.0,11.013,1.037,0.0,,0.0,0.0,,,,,0.0,,1
5.105,,0.0,,0.0,0.0,0.0,35.6,,,0.0,-3.756,,1.009,10.889,,1.022,1.134,0.0,0.0,0.0,,2.0,,0.0,,,0.0,,,4.315,,,0.0,2.0,3.644,2.935,,,,0.0,1
5.312,2.3744,1.0,0.0,,,2.0,,2.0,4.0,,,4.151,1.773,10.862,15.0,0.993,1.123,0.0,0.0,0.0,1.258,2.0,,0.0,,2.351,0.0,0.0,,,0.0,,0.0,,,2.179,0.0,,,,1
5.718,2.1601,,0.0,3.0,,,,0.0,0.0,0.0,0.951,4.802,,,,0.977,1.09,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,10.349,,,,0.0,0.0,1
5.301,3.2179,,0.0,,0.0,,,1.0,,,,4.046,,10.721,,1.011,,0.0,,0.0,1.309,1.0,,0.0,,2.36,0.0,,12.071,,0.0,0.0,,0.0,,2.42,0.0,,0.0,,1
5.446,2.5224,2.0,,1.0,0.0,,40.0,,4.0,2.0,,,,10.882,12.0,,1.111,0.0,1.0,0.0,1.308,,0.0,,0.0,2.397,0.0,,21.296,3.431,0.0,3.0,2.0,0.0,,2.57,,,0.0,0.0,1
4.65,2.596,,0.0,0.0,0.0,,42.3,,,0.0,0.0,3.361,1.758,9.82,,0.981,,,,0.0,,1.0,,0.0,0.0,,,0.0,10.332,2.705,0.0,,0.0,,3.652,,0.0,8.227,,,1
5.236,,5.0,0.0,,0.0,6.0,,0.0,,,,3.967,,,,1.123,1.09,0.0,0.0,0.0,1.352,1.0,0.0,1.0,0.0,2.414,,,0.0,0.873,,,,,,3.046,0.0,9.557,,,1
,,5.0,0.0,0.0,1.0,4.0,,2.0,1.0,,0.0,5.069,,10.7,4.0,1.026,1.093,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,2.35,0.0,1.0,,,0.0,4.0,0.0,0.0,,2.135,0.0,13.183,,,1
4.985,,0.0,0.0,,,,,0.0,,0.0,1.982,3.408,,,,,,0.0,0.0,0.0,,2.0,,,,,,,11.653,2.096,,0.0,0.0,0.0,,1.974,0.0,8.148,,,1
5.512,,0.0,0.0,0.0,1.0,4.0,,,4.0,,,4.013,1.555,10.927,4.0,0.998,,0.0,0.0,0.0,,2.0,0.0,,0.0,,,,0.0,4.054,0.0,,,2.0,3.787,2.301,,8.93,,,1
,1.9393,,0.0,,,,49.2,,,,,4.332,,11.225,,,,,,,1.312,,,,0.0,,0.0,0.0,0.0,2.737,0.0,,0.0,1.0,3.882,,,,0.0,0.0,1
5.535,,8.0,,0.0,,8.0,41.2,4.0,2.0,0.0,0.0,,,11.349,,1.017,,,0.0,,1.429,,,,0.0,2.484,,1.0,0.0,4.711,0.0,6.0,0.0,0.0,6.912,2.073,,13.654,0.0,,1
5.131,,,,0.0,0.0,3.0,50.0,0.0,,0.0,-0.688,,1.126,10.558,9.0,1.009,1.104,0.0,0.0,,1.269,,,0.0,0.0,2.384,0.0,0.0,23.875,2.895,,0.0,0.0,,3.833,2.546,0.0,8.899,1.0,0.0,1
5.095,1.9952,0.0,,,0.0,0.0,,,4.0,1.0,-0.437,3.866,,10.802,11.0,1.003,1.137,0.0,0.0,0.0,1.207,2.0,,,0.0,2.383,0.0,0.0,34.836,,4.0,0.0,2.0,2.0,3.58,2.633,1.0,,0.0,0.0,1
5.993,,12.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.692,,,,1.103,0.0,0.0,0.0,1.366,15.0,,,0.0,,0.0,0.0,,2.191,8.0,0.0,,0.0,4.416,,0.0,10.41,0.0,,1
5.775,,0.0,0.0,,2.0,,36.7,,2.0,4.0,,4.057,,11.419,8.0,0.98,1.133,0.0,,0.0,,6.0,,0.0,,,0.0,0.0,,3.151,2.0,,3.0,,3.855,,1.0,8.917,0.0,0.0,1
,2.7083,,,3.0,0.0,,,1.0,,3.0,0.0,3.479,,10.174,,0.977,,0.0,0.0,0.0,,3.0,0.0,0.0,,,0.001,0.0,0.0,1.808,0.0,,3.0,,,1.923,1.0,8.536,,0.0,1
5.092,,0.0,,,,2.0,41.9,,,,0.0,3.418,0.985,,0.0,0.966,,,,0.0,,3.0,0.0,0.0,,2.387,,0.0,0.0,,,0.0,0.0,0.0,,1.731,,,0.0,0.0,1
5.493,,0.0,,,1.0,0.0,,,0.0,,,,0.853,10.592,0.0,0.964,1.128,,,,,,0.0,,0.0,,-0.006,0.0,,0.818,,,,,3.662,,,8.011,0.0,,1
5.352,2.412,1.0,,0.0,0.0,5.0,58.3,,,,,3.898,0.682,10.784,8.0,1.021,,0.0,,0.0,1.327,6.0,,1.0,,,,,24.433,1.322,0.0,1.0,0.0,0.0,4.041,,0.0,,0.0,,1
,,,0.0,3.0,0.0,,,,3.0,,-0.735,4.305,0.73,,11.0,,1.097,0.0,0.0,,1.309,,1.0,0.0,0.0,2.551,,1.0,24.769,1.407,0.0,,,3.0,,2.724,1.0,11.646,0.0,,1
,2.415,,,0.0,0.0,5.0,,0.0,3.0,0.0,-0.514,,,10.784,11.0,1.021,,,0.0,0.0,,6.0,0.0,,0.0,2.518,,0.0,24.305,1.322,0.0,,,1.0,3.968,2.686,,,,,1
,,0.0,0.0,0.0,0.0,6.0,60.0,0.0,,,-0.132,,0.548,10.964,8.0,,,0.0,0.0,,,10.0,0.0,0.0,0.0,,,,25.26,1.599,0.0,0.0,0.0,,,,0.0,9.184,0.0,,1
5.418,3.1295,10.0,0.0,0.0,0.0,12.0,54.5,0.0,0.0,,0.0,5.692,0.72,11.151,0.0,1.078,1.022,0.0,,0.0,1.617,,,0.0,0.0,2.532,0.0,,0.0,2.359,,,0.0,,6.991,2.159,0.0,13.877,,10.0,1
4.992,,,,,,,,,,,0.0,,,,0.0,1.01,,,,,1.323,2.0,0.0,1.0,0.0,,,0.0,,,0.0,4.0,,4.0,3.989,2.389,,,,,1
,,0.0,,2.0,,4.0,46.3,,0.0,2.0,0.0,3.88,,10.484,0.0,0.974,1.113,,,,1.311,2.0,0.0,0.0,0.0,,,0.0,,4.222,0.0,0.0,1.0,,,,,,,0.0,1
,2.2807,0.0,0.0,,,,,,,,,3.603,0.648,10.32,0.0,,1.107,,0.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,3.728,1.878,,,,,1
4.644,1.6696,,0.0,,,,,1.0,1.0,,,3.937,4.12,10.222,,0.973,,0.0,0.0,,,1.0,,,0.0,,,0.0,11.381,9.52,,,1.0,1.0,,1.819,2.0,8.485,0.0,,1
,3.1007,,0.0,0.0,0.0,0.0,,,0.0,,,,0.862,9.067,0.0,,1.097,,0.0,0.0,1.439,1.0,0.0,0.0,0.0,,0.125,0.0,0.0,0.956,,,,,4.069,1.917,,8.506,0.0,0.0,1
4.802,,,,1.0,0.0,2.0,46.7,0.0,0.0,2.0,0.848,,0.664,,0.0,,1.078,,0.0,0.0,1.428,,,,0.0,,,,0.0,,,,2.0,1.0,,,,8.992,0.0,0.0,1
4.802,,,0.0,4.0,0.0,4.0,50.0,,0.0,4.0,0.0,,0.0,10.767,0.0,1.006,1.069,0.0,0.0,0.0,1.455,6.0,0.0,0.0,,2.406,,0.0,0.0,4.164,0.0,,,0.0,4.462,,2.0,,,0.0,1
5.199,,,3.0,10.0,0.0,5.0,46.4,1.0,1.0,,,3.826,,,2.0,1.006,1.12,0.0,,0.0,1.301,,,0.0,3.0,2.726,0.0,,0.0,,,2.0,,1.0,4.403,2.137,3.0,9.363,,0.0,1
4.414,3.1806,0.0,0.0,,0.0,0.0,42.9,,,,0.0,,0.802,9.183,0.0,0.982,,,0.0,,1.295,,0.0,,,2.101,,0.0,0.0,,,,3.0,,,2.095,1.0,7.821,0.0,0.0,1
4.414,,,0.0,0.0,,0.0,42.9,1.0,0.0,2.0,0.0,,0.802,,0.0,0.982,1.125,0.0,0.0,,1.298,1.0,0.0,0.0,,2.101,-0.077,,0.0,0.975,,0.0,,0.0,,2.095,,7.817,0.0,,1
4.414,3.2871,,0.0,,0.0,,45.5,0.0,0.0,1.0,0.0,3.11,,9.183,0.0,,1.116,0.0,,,,,0.0,1.0,0.0,2.101,,0.0,,,0.0,0.0,,0.0,,2.397,1.0,,0.0,1.0,1
4.499,3.1749,0.0,0.0,,0.0,0.0,50.0,,,4.0,0.0,3.059,1.125,,,,1.118,,,,1.315,1.0,,,0.0,,0.047,0.0,,1.481,,,,0.0,3.653,2.646,2.0,8.126,0.0,,1
4.414,,0.0,,0.0,,0.0,30.0,0.0,,1.0,0.0,2.736,,9.183,0.0,,1.149,0.0,0.0,0.0,1.178,1.0,0.0,0.0,,,-0.065,,0.0,,0.0,0.0,,,3.178,1.643,1.0,7.138,,,1
4.861,,0.0,,,,,52.9,0.0,0.0,,0.0,,0.0,,,0.985,1.103,,,,,,,0.0,0.0,2.303,,,0.0,,,0.0,3.0,,,2.033,1.0,,,,1
,,0.0,0.0,,,3.0,40.0,4.0,1.0,,1.306,3.647,1.25,10.764,2.0,0.982,,0.0,,0.0,,3.0,0.0,0.0,0.0,2.447,,0.0,,,1.0,,5.0,1.0,3.826,,,,0.0,0.0,1
4.599,1.8586,,,4.0,,0.0,,0.0,,0.0,,,0.0,10.013,,,1.139,0.0,,0.0,1.215,,,0.0,,2.211,-0.001,0.0,0.0,3.499,0.0,0.0,,,4.125,1.905,2.0,,0.0,,1
4.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,2.605,0.0,8.623,0.0,0.984,1.166,0.0,0.0,0.0,1.107,,,0.0,0.0,2.0,,0.0,0.0,,0.0,,4.0,2.0,3.061,,,6.883,,0.0,1
4.93,,,0.0,7.0,0.0,1.0,,0.0,0.0,11.0,0.0,3.584,,10.289,0.0,,1.144,0.0,0.0,,1.242,2.0,,0.0,0.0,2.334,,,,2.214,,,,,3.835,2.405,5.0,8.682,0.0,0.0,1
5.286,3.4839,,0.0,,,0.0,,,3.0,,,3.805,,10.617,,1.018,1.14,0.0,,0.0,1.224,1.0,,0.0,0.0,,0.0,0.0,35.814,1.615,0.0,,3.0,,3.789,2.861,3.0,8.759,0.0,0.0,1
