checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,24.0,existing paid,new car,7393.0,,1<=X<4,1.0,,none,4.0,life insurance,43.0,none,own,,unskilled resident,,none,,good
<0,24.0,all paid,new car,1193.0,<100,unemployed,1.0,,co applicant,4.0,no known property,29.0,none,rent,2.0,unemp/unskilled non res,1.0,none,,bad
<0,,existing paid,business,7297.0,<100,>=7,,male single,co applicant,4.0,no known property,36.0,none,rent,1.0,skilled,1.0,none,,bad
no checking,30.0,critical/other existing credit,,2831.0,<100,1<=X<4,4.0,female div/dep/mar,none,,,33.0,none,own,1.0,skilled,1.0,yes,yes,good
>=200,,existing paid,,1258.0,,1<=X<4,3.0,female div/dep/mar,,3.0,,57.0,none,,1.0,,1.0,none,yes,good
0<=X<200,6.0,,radio/tv,753.0,,,2.0,female div/dep/mar,guarantor,,real estate,,none,own,1.0,,1.0,none,yes,good
0<=X<200,18.0,delayed previously,business,2427.0,no known savings,>=7,4.0,male single,none,2.0,life insurance,42.0,none,,2.0,,1.0,,yes,good
,24.0,delayed previously,new car,2538.0,<100,,4.0,,none,4.0,,47.0,none,own,,unskilled resident,2.0,,yes,bad
0<=X<200,15.0,all paid,,,,1<=X<4,2.0,male mar/wid,none,2.0,life insurance,25.0,none,rent,1.0,,1.0,none,yes,bad
0<=X<200,,critical/other existing credit,,8386.0,<100,,,male single,none,,life insurance,,none,own,1.0,skilled,,none,yes,bad
,48.0,existing paid,,4844.0,,unemployed,,male single,none,,car,33.0,bank,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
>=200,21.0,existing paid,new car,2923.0,100<=X<500,1<=X<4,1.0,female div/dep/mar,,1.0,car,28.0,bank,own,1.0,high qualif/self emp/mgmt,,,yes,good
<0,36.0,,used car,,<100,,2.0,,,2.0,life insurance,,none,own,1.0,skilled,2.0,none,yes,bad
no checking,24.0,critical/other existing credit,furniture/equipment,2028.0,<100,,,,none,2.0,,30.0,none,own,2.0,unskilled resident,,none,yes,good
<0,15.0,critical/other existing credit,,1433.0,<100,,4.0,female div/dep/mar,none,,life insurance,25.0,none,rent,2.0,skilled,1.0,none,yes,good
>=200,42.0,no credits/all paid,business,6289.0,<100,<1,2.0,male div/sep,none,1.0,life insurance,33.0,none,own,2.0,,1.0,none,yes,good
no checking,13.0,existing paid,radio/tv,1409.0,100<=X<500,,,female div/dep/mar,none,4.0,real estate,64.0,none,own,,skilled,1.0,none,yes,good
,,existing paid,,6579.0,<100,unemployed,4.0,male single,,2.0,no known property,29.0,none,for free,,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,critical/other existing credit,radio/tv,1743.0,<100,,4.0,male single,none,2.0,life insurance,48.0,none,own,,unskilled resident,1.0,none,yes,good
no checking,12.0,critical/other existing credit,education,3565.0,no known savings,<1,,male single,none,1.0,life insurance,37.0,none,own,2.0,unskilled resident,2.0,,yes,good
no checking,15.0,,radio/tv,,100<=X<500,,4.0,male single,none,4.0,car,34.0,bank,own,1.0,unskilled resident,2.0,,yes,good
<0,18.0,existing paid,radio/tv,1936.0,no known savings,4<=X<7,2.0,male mar/wid,none,4.0,car,23.0,,,2.0,unskilled resident,1.0,none,yes,good
,36.0,existing paid,furniture/equipment,3959.0,<100,,4.0,male single,none,,life insurance,30.0,none,own,1.0,high qualif/self emp/mgmt,,yes,yes,good
no checking,12.0,,new car,2390.0,no known savings,>=7,4.0,,none,3.0,car,50.0,,own,,,1.0,yes,yes,good
no checking,12.0,existing paid,furniture/equipment,1736.0,,4<=X<7,3.0,female div/dep/mar,none,,real estate,31.0,none,own,1.0,unskilled resident,1.0,none,yes,good
<0,30.0,existing paid,used car,3857.0,<100,1<=X<4,4.0,male div/sep,none,4.0,life insurance,40.0,none,own,1.0,high qualif/self emp/mgmt,,yes,yes,good
no checking,,existing paid,radio/tv,,<100,>=7,4.0,male single,,4.0,car,38.0,none,own,1.0,skilled,1.0,none,yes,good
,45.0,existing paid,radio/tv,1845.0,<100,1<=X<4,,male single,none,4.0,no known property,,none,for free,1.0,skilled,1.0,yes,yes,bad
0<=X<200,45.0,critical/other existing credit,used car,,100<=X<500,unemployed,3.0,male single,none,4.0,car,,none,own,1.0,skilled,1.0,none,,good
